             2212        1    0    0    0    0 -0.179994537E-01 -0.770023869E-02  0.249274192E+04  0.249274209E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.722596448E-01  0.180709605E+00 -0.249652160E+04  0.249652178E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.902590985E-01 -0.173009366E+00  0.377967922E+01  0.307361263E+02  0.305022197E+02 0. 9.
               22        1    3    0    0    0 -0.825210653E+01 -0.106460322E+01  0.147442153E+02  0.169299300E+02  0.337174788E-05 0. 9.
               22        1    3    0    0    0  0.834236563E+01  0.891593856E+00 -0.109645361E+02  0.138061963E+02  0.305557385E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.536798508E-01  0.234476113E-01  0.250342038E+04  0.250342056E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.739678800E-01  0.901255153E-01 -0.248524848E+04  0.248524866E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.127647731E+00 -0.113573127E+00 -0.181718995E+02  0.313307857E+02  0.255219711E+02 0. 9.
               22        1    3    0    0    0 -0.632189447E+01  0.442711565E+01  0.334660673E+01  0.841222202E+01  0.125594780E-05 0. 9.
               22        1    3    0    0    0  0.644954220E+01 -0.454068878E+01 -0.215185063E+02  0.229185637E+02  0.209550808E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.167226907E-01  0.112179242E-01  0.250484542E+04  0.250484560E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.114583547E-01 -0.539173031E-02 -0.248661250E+04  0.248661267E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.526433600E-02 -0.582619389E-02 -0.182329282E+02  0.285417282E+02  0.219588369E+02 0. 9.
               22        1    3    0    0    0  0.693029474E+01  0.333066695E-01  0.195352611E+01  0.720044157E+01  0.277145575E-05 0. 9.
               22        1    3    0    0    0 -0.692503041E+01 -0.391328634E-01 -0.201864543E+02  0.213412866E+02  0.491150953E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.394658003E-02  0.928352709E-02  0.249997642E+04  0.249997660E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.531841254E-01 -0.334153148E-02 -0.247712355E+04  0.247712372E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.571307054E-01 -0.594199562E-02 -0.228528791E+02  0.428996759E+02  0.363059887E+02 0. 9.
               22        1    3    0    0    0 -0.101797761E+02  0.113999193E+02  0.119674622E+00  0.152839891E+02  0.311772748E-05 0. 9.
               22        1    3    0    0    0  0.102369068E+02 -0.114058613E+02 -0.229725537E+02  0.276156868E+02  0.428987842E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.834821691E+00 -0.160209689E+00  0.250150634E+04  0.250150667E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.228743399E-01  0.358797133E-01 -0.248257728E+04  0.248257746E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.857696030E+00  0.124329976E+00 -0.189290655E+02  0.359158781E+02  0.305104847E+02 0. 9.
               22        1    3    0    0    0  0.814669376E+01 -0.118801714E+02 -0.140859033E+02  0.201474505E+02  0.462003288E-05 0. 9.
               22        1    3    0    0    0 -0.900438979E+01  0.120045013E+02 -0.484316219E+01  0.157684276E+02  0.405662049E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.280856605E-01  0.169355954E-01  0.249062097E+04  0.249062114E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.840527120E-01  0.218279683E+00 -0.250415751E+04  0.250415769E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.112138372E+00 -0.235215279E+00  0.135365393E+02  0.252211620E+02  0.212791262E+02 0. 9.
               22        1    3    0    0    0  0.555222601E+01 -0.128261462E+01  0.175032304E+02  0.184074818E+02  0.405092390E-05 0. 9.
               22        1    3    0    0    0 -0.544008763E+01  0.104739934E+01 -0.396669107E+01  0.681368013E+01  0.240569545E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.854766899E-01  0.102967962E+00  0.250164375E+04  0.250164393E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.403015926E-02 -0.285533472E-01 -0.248048493E+04  0.248048511E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.895068492E-01 -0.744146149E-01 -0.211588234E+02  0.378709563E+02  0.314085971E+02 0. 9.
               22        1    3    0    0    0 -0.538279680E+01  0.256377247E+01 -0.280544357E+02  0.286809831E+02  0.269805677E-05 0. 9.
               22        1    3    0    0    0  0.547230365E+01 -0.263818708E+01  0.689561227E+01  0.918997317E+01  0.153474727E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.572822386E-01 -0.674182241E-02  0.248649327E+04  0.248649344E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.380829039E+00 -0.104108965E+00 -0.247743412E+04  0.247743433E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.323546801E+00  0.110850787E+00 -0.905914686E+01  0.560722298E+02  0.553345267E+02 0. 9.
               22        1    3    0    0    0 -0.115219136E+02 -0.133797016E+02 -0.261726591E+02  0.315718069E+02  0.311772748E-05 0. 9.
               22        1    3    0    0    0  0.111983668E+02  0.134905524E+02  0.171135122E+02  0.245004229E+02  0.272882536E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.633411517E-01  0.404962238E-01  0.248404112E+04  0.248404130E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.250905734E+00  0.135576797E-01 -0.250382549E+04  0.250382567E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.187564582E+00 -0.540539035E-01  0.197843672E+02  0.321330301E+02  0.253194063E+02 0. 9.
               22        1    3    0    0    0 -0.316303257E+01 -0.772716599E+01 -0.217793539E+01  0.862886272E+01  0.382051360E-05 0. 9.
               22        1    3    0    0    0  0.335059715E+01  0.767311208E+01  0.219623026E+02  0.235041674E+02  0.650168930E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.209284572E-02  0.121785587E-02  0.250212936E+04  0.250212954E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.578389506E+00 -0.169776162E-01 -0.247377118E+04  0.247377143E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.576296661E+00  0.157597603E-01 -0.283581838E+02  0.440990329E+02  0.337669328E+02 0. 9.
               22        1    3    0    0    0  0.110027689E+02 -0.687672596E+01 -0.277227665E+02  0.306088560E+02  0.381097015E-05 0. 9.
               22        1    3    0    0    0 -0.115790655E+02  0.689248572E+01 -0.635417211E+00  0.134901769E+02  0.246045201E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.224983991E-01  0.873556253E-02  0.249630923E+04  0.249630941E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.331752475E-02  0.486896481E-02 -0.250087756E+04  0.250087774E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.191808744E-01 -0.136045273E-01  0.456832642E+01  0.228128547E+02  0.223507535E+02 0. 9.
               22        1    3    0    0    0  0.748769184E+01 -0.104202025E+01 -0.610943491E+01  0.971990382E+01  0.312910193E-05 0. 9.
               22        1    3    0    0    0 -0.750687271E+01  0.102841572E+01  0.106777613E+02  0.130929509E+02  0.363832532E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.455783141E-02 -0.308697206E-02  0.250088584E+04  0.250088602E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.175337606E-01  0.497162740E-01 -0.244933685E+04  0.244933703E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.220915921E-01 -0.466293019E-01 -0.515489942E+02  0.697769482E+02  0.470268119E+02 0. 9.
               22        1    3    0    0    0  0.116364566E+02 -0.875227090E+00  0.451816121E+01  0.125134697E+02  0.272882536E-05 0. 9.
               22        1    3    0    0    0 -0.116143650E+02  0.828597788E+00 -0.560671554E+02  0.572634785E+02  0.616670473E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.160434613E-01  0.282094219E-02  0.250310622E+04  0.250310640E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.313865112E-01  0.173349651E-01 -0.249380644E+04  0.249380662E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.153430500E-01 -0.201559073E-01 -0.929977688E+01  0.230869806E+02  0.211310714E+02 0. 9.
               22        1    3    0    0    0  0.686629581E+01 -0.318657629E+01  0.340107235E+01  0.829864927E+01  0.314608651E-05 0. 9.
               22        1    3    0    0    0 -0.688163886E+01  0.316642038E+01 -0.127008492E+02  0.147883313E+02  0.422731000E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.131356563E+00  0.390146872E+00  0.249555601E+04  0.249555622E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.549633272E-01  0.177206576E-01 -0.248462064E+04  0.248462082E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.763932355E-01 -0.407867529E+00 -0.109353727E+02  0.398229582E+02  0.382898607E+02 0. 9.
               22        1    3    0    0    0 -0.919751859E+01  0.262973314E+01  0.117694322E+02  0.151667194E+02  0.410190833E-05 0. 9.
               22        1    3    0    0    0  0.912112535E+01 -0.303760067E+01 -0.227048048E+02  0.246562387E+02  0.527088427E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.126639885E-02 -0.266832683E-01  0.248674824E+04  0.248674841E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.493969791E-01 -0.308160837E-01 -0.250413865E+04  0.250413882E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.506633779E-01  0.574993519E-01  0.173904116E+02  0.291127626E+02  0.233478192E+02 0. 9.
               22        1    3    0    0    0 -0.435643306E+01  0.103739444E+02  0.475270707E+01  0.122141499E+02  0.287217708E-05 0. 9.
               22        1    3    0    0    0  0.440709644E+01 -0.103164451E+02  0.126377045E+02  0.168986128E+02  0.344574653E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.791776325E-01  0.218972621E-01  0.250490413E+04  0.250490431E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.573708099E-02  0.755585331E-01 -0.248825565E+04  0.248825583E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.849147135E-01 -0.974557952E-01 -0.166484805E+02  0.268398676E+02  0.210520755E+02 0. 9.
               22        1    3    0    0    0 -0.992095867E+01  0.491679085E+00 -0.401668397E+01  0.107145191E+02  0.241674601E-05 0. 9.
               22        1    3    0    0    0  0.100058734E+02 -0.589134880E+00 -0.126317965E+02  0.161253486E+02  0.303925247E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.928935800E-01  0.252383838E-01  0.250295607E+04  0.250295624E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.130886810E-01  0.487523518E-02 -0.249100839E+04  0.249100857E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.798048990E-01 -0.301136189E-01 -0.119476727E+02  0.260351877E+02  0.231317280E+02 0. 9.
               22        1    3    0    0    0 -0.327359081E+01  0.790938125E+01 -0.147298296E+02  0.170365076E+02  0.370748557E-05 0. 9.
               22        1    3    0    0    0  0.319378591E+01 -0.793949487E+01  0.278215695E+01  0.899868016E+01  0.267159162E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.113640973E-01 -0.157138351E-01  0.248576439E+04  0.248576457E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.947662786E-01 -0.597730602E-01 -0.250493813E+04  0.250493830E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.106130376E+00  0.754868954E-01  0.191737331E+02  0.292971263E+02  0.221511310E+02 0. 9.
               22        1    3    0    0    0  0.990046784E+01  0.488939083E+01  0.987792233E+01  0.148154904E+02  0.314947243E-05 0. 9.
               22        1    3    0    0    0 -0.100065982E+02 -0.481390393E+01  0.929581079E+01  0.144816359E+02  0.311316606E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.304056408E-02 -0.241979402E-02  0.249471348E+04  0.249471365E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.145516456E+00  0.720708791E-02 -0.250137507E+04  0.250137525E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.148557020E+00 -0.478729389E-02  0.666159323E+01  0.239110987E+02  0.229639222E+02 0. 9.
               22        1    3    0    0    0 -0.354286626E+01 -0.108997184E+02  0.334688854E+01  0.119397414E+02  0.281154547E-05 0. 9.
               22        1    3    0    0    0  0.369142328E+01  0.108949311E+02  0.331470469E+01  0.119713573E+02  0.280933327E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.225518484E+00  0.111864360E+00  0.249493124E+04  0.249493143E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.387017621E-02  0.738808505E-02 -0.250174920E+04  0.250174938E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.221648308E+00 -0.119252445E+00  0.681796584E+01  0.233191964E+02  0.222988096E+02 0. 9.
               22        1    3    0    0    0 -0.574099879E+01 -0.161541089E+01  0.131835434E+02  0.144697767E+02  0.407322635E-05 0. 9.
               22        1    3    0    0    0  0.596264710E+01  0.149615844E+01 -0.636557760E+01  0.884941968E+01  0.316859099E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.315996497E-01 -0.841171472E-02  0.248885053E+04  0.248885071E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.286873311E-01 -0.829853897E-01 -0.250425805E+04  0.250425823E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.602869808E-01  0.913971045E-01  0.154075205E+02  0.268910582E+02  0.220391773E+02 0. 9.
